p_11,4,0,e_1,84,101,115,8.0,1,1,4.5,4,0,2,17,14,31
p_3,4,0,e_2,25,39,125,4.0,0,0,0.0,3,0,0,14,86,100
p_9,10,0,e_2,67,91,125,6.5,1,0,6.5,5,1,3,24,34,58
p_7,2,0,e_2,55,117,125,14.5,1,1,4.5,5,1,2,62,8,70
p_12,0,8,e_1,86,115,141,11.5,1,1,4.5,4,0,3,29,26,55
p_13,8,0,e_3,87,115,143,3.5,1,1,6.5,5,0,1,28,28,56
p_16,4,0,e_3,101,129,143,2.0,4,1,6.0,4,0,4,28,14,42
p_21,0,10,e_3,142,143,177,0.0,3,3,0.0,3,1,3,1,34,35
p_17,10,0,e_0,112,140,204,20.5,5,5,0.5,5,0,1,28,64,92
p_26,6,0,e_1,169,193,213,16.0,6,4,7.0,4,0,3,24,20,44
p_24,14,0,e_2,157,169,217,12.5,6,0,5.0,5,0,3,12,48,60
p_22,6,0,e_2,146,195,217,20.0,6,4,3.0,5,0,2,49,22,71
p_30,2,0,e_2,200,209,217,5.0,6,2,2.5,4,1,2,9,8,17
p_29,14,0,e_3,192,199,243,6.5,5,0,7.5,5,1,4,7,44,51
p_32,0,10,e_2,209,217,249,5.5,6,0,1.0,4,1,2,8,32,40
p_35,0,6,e_3,222,243,263,3.5,6,0,3.5,4,2,4,21,20,41
p_38,12,0,e_2,240,257,295,18.5,7,7,3.5,5,1,3,17,38,55
p_42,4,0,e_0,269,286,300,18.5,6,4,5.0,4,0,2,17,14,31
p_43,4,0,e_0,270,286,300,18.0,6,4,4.5,4,0,3,16,14,30
p_44,4,0,e_1,275,295,309,17.5,6,4,5.5,4,0,5,20,14,34
p_51,0,4,e_1,309,309,325,5.0,8,0,0.0,3,1,5,0,16,16
p_46,8,0,e_3,291,315,341,1.0,7,7,7.5,3,1,6,24,26,50
p_58,0,6,e_3,330,341,361,2.0,8,0,2.0,4,2,6,11,20,31
p_53,8,0,e_2,313,321,387,25.0,8,8,3.0,5,0,4,8,66,74
p_52,14,0,e_2,312,341,387,19.5,8,8,2.5,5,0,3,29,46,75
p_55,14,0,e_2,314,341,387,19.0,7,7,3.0,5,0,5,27,46,73
p_61,12,0,e_2,341,349,387,12.0,7,7,7.0,2,1,4,8,38,46
p_60,2,0,e_0,338,388,396,28.5,8,8,6.0,5,0,3,50,8,58
p_56,8,0,e_1,324,339,411,25.0,8,8,2.0,3,1,5,15,72,87
p_68,2,0,e_1,389,403,411,17.0,8,3,3.5,4,1,5,14,8,22
p_69,2,0,e_1,391,403,411,16.5,8,3,3.0,4,1,6,12,8,20
p_67,12,0,e_3,377,381,439,8.5,7,1,5.5,5,1,6,4,58,62
p_74,10,0,e_2,424,451,485,22.5,8,8,6.0,5,1,6,27,34,61
p_72,6,0,e_2,417,465,485,27.5,8,8,4.5,5,1,5,48,20,68
p_76,10,0,e_0,440,460,494,16.0,7,2,7.0,5,1,2,20,34,54
p_77,4,0,e_0,455,480,494,19.5,7,5,5.5,4,1,3,25,14,39
p_78,12,0,e_1,455,469,507,11.5,7,1,7.0,5,0,5,14,38,52
p_82,0,12,e_1,494,507,545,6.5,7,0,2.0,4,1,5,13,38,51
p_83,0,12,e_1,501,507,545,5.0,7,0,1.0,4,1,5,6,38,44
p_84,12,0,e_2,504,523,579,22.0,7,7,3.0,5,1,5,19,56,75
p_85,14,0,e_2,517,531,579,17.5,7,7,5.0,5,1,6,14,48,62
p_86,14,0,e_2,518,531,579,17.5,7,7,5.0,5,1,7,13,48,61
p_88,10,0,e_2,531,545,579,20.5,7,7,7.0,2,2,5,14,34,48
p_93,4,0,e_2,543,565,579,20.5,7,5,5.5,4,2,6,22,14,36
p_91,14,0,e_0,539,546,592,13.5,7,0,7.0,5,1,3,7,46,53
p_92,10,0,e_0,540,560,592,15.0,7,2,7.5,3,1,4,20,32,52
p_95,10,0,e_1,547,573,607,14.0,7,2,6.0,5,0,5,26,34,60
p_98,6,0,e_1,555,587,607,16.5,7,4,7.5,3,0,6,32,20,52
p_100,10,0,e_3,557,565,625,12.0,7,2,4.0,5,1,6,8,60,68
p_102,14,0,e_3,568,579,625,8.5,8,0,5.5,5,2,6,11,46,57
p_103,14,0,e_3,577,579,625,7.5,9,0,6.5,5,2,7,2,46,48
p_111,2,0,e_3,607,617,625,0.0,8,0,2.5,4,2,6,10,8,18
p_109,10,0,e_2,590,611,671,25.5,8,8,1.5,5,1,7,21,60,81
p_105,12,0,e_2,582,619,671,24.5,8,8,0.5,5,1,6,37,52,89
p_110,12,0,e_2,590,619,671,23.5,8,8,1.5,5,1,7,29,52,81
p_104,14,0,e_2,581,627,671,23.0,8,8,0.0,5,1,5,46,44,90
p_117,0,2,e_2,636,671,679,24.5,7,7,5.5,4,2,5,35,8,43
p_123,0,2,e_2,661,671,679,20.5,8,8,1.5,4,2,5,10,8,18
p_125,2,0,e_0,668,680,688,17.5,8,4,3.0,4,1,5,12,8,20
p_119,8,0,e_1,650,677,703,14.0,8,3,7.0,5,0,6,27,26,53
p_118,8,0,e_3,649,651,721,14.0,7,3,4.0,5,1,6,2,70,72
p_132,4,0,e_2,730,755,769,24.5,8,6,6.0,4,1,5,25,14,39
p_133,6,0,e_0,734,764,784,22.0,8,5,7.5,5,1,5,30,20,50
p_134,14,0,e_1,734,747,801,14.0,8,1,5.0,5,0,6,13,54,67
p_136,14,0,e_1,749,757,801,11.5,8,1,7.0,5,1,6,8,44,52
p_138,12,0,e_3,756,759,817,12.5,8,2,5.5,5,2,6,3,58,61
p_141,12,0,e_2,770,807,865,25.5,9,9,0.0,5,2,5,37,58,95
p_144,6,0,e_0,815,860,880,24.0,9,9,5.0,5,1,5,45,20,65
p_146,10,0,e_1,846,865,901,15.5,8,3,7.0,5,0,7,19,36,55
p_147,6,0,e_1,849,879,901,19.0,8,5,7.5,4,0,8,30,22,52
p_152,2,0,e_1,868,893,901,5.0,10,3,4.5,4,1,8,25,8,33
p_151,12,0,e_3,863,875,917,5.0,9,9,7.5,3,2,7,12,42,54
p_149,6,0,e_3,859,895,917,17.0,8,4,7.0,5,2,6,36,22,58
p_153,6,0,e_3,872,895,917,0.0,10,0,6.5,4,2,8,23,22,45
p_154,4,0,e_3,874,903,917,2.0,10,1,6.0,4,2,8,29,14,43
p_156,12,0,e_2,884,903,961,22.5,11,11,3.0,5,2,6,19,58,77
p_159,8,0,e_0,893,906,976,25.0,11,11,2.0,5,1,5,13,70,83
